Yakka Opening Book

Total Book Positions = 4444
Total Book Moves = 6375

$000E904E0E062B59, $01000FD7
$F5F27454F26D9937, $01000FA3
$F5F33F4C3789EA8E, $02001627
$F5F43AAAF22D2FAA, $010005C4
$F5FA2C0F14697C55, $01000ED3
$F6037065AE0C375A, $01000B47
$F61493777FA60FF4, $02000720
$F634EDDE6A3FBFC0, $0100059D
$F63A91397ED48B6E, $01001775
$F6519634B8DB5637, $02001432
$F6701DA33C967970, $030007A7
$F67889D6CC3E1194, $01000D17
$F680BDA5F3398F46, $0100057E
$F68E3360A32AD0B1, $010009BC
$F6B67AEACA27C2B5, $010015F6
$F6BF65B479249317, $0100085F
$F6DF7BA461EF3588, $04000118
$F6E791AD22AF1549, $010006FD
$F6ED2B3220420AF6, $010015A0
$F7145AE116587B65, $010014B9
$F7317C0F94E92F65, $01000F1C
$F750987B7FAF0EBA, $020000DF
$F76AA8AA8A6BC95F, $02000993
$F76AD3FA130DCD34, $010009DC
$F76BB9491B697918, $0100114A
$F795AD9EA03C0AC6, $020014D9
$F79B0363C58DFF90, $01001733
$F79D7CE6945D906E, $020001AA
$F7B9EDAF2CEBA62C, $01001282
$F7DA8B566B2B484B, $01000DF6
$F7DDFA112A4CA8CB, $01000D26
$F7DE0BC626F08C9E, $010008B0
$F7E91FAEA8D38578, $0100165F
$F7EEB663139F8138, $0100100A
$F7F3C1A82EA44A88, $0300042F
$F83618E61D17EE22, $01000C8E
$F83A9A210707041F, $01001309
$F85F32F2F9969909, $010012CA
$F8675523351049EB, $02000600
$F87D016057C36854, $01001725
$F87F93683E31AD7B, $0100093B
$F88AA5E0858EB2E3, $02000EE1
$F891427FCCA60729, $0100143A
$F89A1719D86D0D25, $01000DC3
$F8AFC29A67F2595E, $0300146F
$F8C7CE6035DC64CA, $01001108
$F8D39DF2E3531F68, $01001610
$F8E12C6764587319, $010012DF
$F904B3577D82649A, $01001021
$F90FE7ED41064DAB, $01001672
$F96A7E99FCFA7347, $020007A5
$F96FC16FC68F55A8, $010011AF
$F97C65D1E028CF66, $03000C45
$F99790A58EECA454, $040003F3
$F9A48FA832FC2E47, $01000AD8
$F9B752849D5333EA, $02000FCF
$F9BBB46E1163D0C3, $01000F9B
$F9C8830480F348BE, $01001467
$F9C8E4D9044624F4, $01000A51
$F9CE942A905C6FB0, $02001449
$F9D6F86407A0EF35, $02000960
$F9DE4C7001AC891E, $0100016F
$FA074C51D5079564, $02001629
$FA09705B04CEF941, $01001352
$FA0BDEBBC707140A, $0100151C
$FA54713096E9167E, $01001023
$FA6B95AB4EDAF6C7, $010017FE
$FA7C0F0DC4BA14AD, $0100085C
$FA9967551DF6273C, $02000281
$FA9C8E80F39F7A0C, $0200182C
$FAA5AA755DC496EF, $01000A96
$FABB2821179900D9, $0100162F
$FADB76AE63B04549, $020010A7
$FADFC1784331C62F, $01000F81
$FAFDEA5FE47C7D2E, $01000BEF
$FB301440FDBAE4A6, $010013E0
$FB3A0DF1F16218B4, $010010EF
$FB3C9BFAD98EDA6D, $03000C2B
$FB410D9DC8427ABE, $02001760
$FB56CE4EB523E159, $020013D8
$FB595CFA44B8FCE6, $0100030E
$FB5C48599E5E1414, $01001404
$FB5FC952082B4218, $020012C6
$FB6C87E2D5803683, $03000BD8
$FB7696315232ECA2, $010005B5
$FB76AE3901AEF67D, $010016D1
$FB87DA27EDEC33AC, $010012A8
$FB8BC53962F046A4, $01000F66
$FB8C9CBD891E50B4, $01001103
$FB8F08F760AD6B39, $02001018
$FB942E3B88080278, $02000F7B
$FBA2CB1CC77DCCA8, $0200039B
$FBB05DFA68FA3DBD, $02000163
$FBB20BDE23729F94, $010017BE
$FBCB9F416F3F8226, $0300038E
$FBDE0AA15F2F477F, $01000F3E
$FBE41097A3958138, $01001833
$FBEC6226AAC61F0E, $010017D2
$FBEEF718CFCCF08C, $01000486
$FBF0EB17E47E22E8, $06000100
$FBF15D65B2E68E41, $02001786
$FBF4A524CED04C09, $01000956
$FC049557944BDE29, $02000B0D
$FC07CF428BF7C107, $010008AB
$FC090FC036EB6514, $010003F2
$FC0D6587CBEE8C2C, $010006C7
$FC245C3B00508DF2, $01001185
$FC46A67C3A9683E9, $020004BE
$FC5E2AFB69D3239A, $01000D20
$FC6929AC3BE92307, $010011E8
$FC6ED6CA7F24B1AD, $020001D8
$FC77B70FE9FEC03A, $01000B36
$FC85C95E26D61B34, $0100055C
$FCA3ADFCBE37F014, $01000F53
$FCAF4D813E70165E, $0100068D
$FCB52751F048E48A, $01000552
$FCBD353D4A1C23B3, $01000588
$FCF0E0E2F58A0055, $02000AC7
$FCF7DEF8AA0D7E6E, $01001785
$FD055238846ACF4C, $0200056A
$FD1D4784AD8D63EE, $01001344
$FD25890D0390BCD1, $01001126
$FD2F89ED935AD3CE, $01001809
$FD409AF0539ADED2, $01000C07
$FD49894408F154B0, $06000424
$FD55CBFD7AD84615, $01001263
$FD7958B896C2F614, $010013A5
$FD7EF183A995FA0B, $02000524
$FD8064856464AF49, $010005B4
$FD82D5591C4F140E, $0100064A
$FD846DD9E303CA64, $040002A3
$FDAA3432EE178CD8, $0100116F
$FDBA911A7C44C114, $0100116A
$FDBB830AD2EE9979, $01000888
$FDD45725687FE29F, $03000160
$FDD96902707DF436, $01000B3A
$FDDBD135915C0099, $03001239
$FDE3860956DE629E, $010016D3
$FDED3C857D0ED6F3, $0200115F
$FDF5344290680871, $01000617
$FDF5E22004D28571, $01000DC4
$FE0A6091C830DCDD, $0100066C
$FE0BE4BD8E071CF6, $01000A59
$FE165418799F5DE4, $01000C89
$FE27079A28295447, $0300023B
$FE332D0FE9596841, $010010CD
$FE49724C4621F47F, $02000B7C
$FE4CE9BA6EBF1E74, $0100169C
$FE51005E164BB60F, $02000849
$FE74245244D69A80, $010017D5
$FE7D38814AA16EB1, $01000FAB
$FE95A2BE87CBE344, $01000C14
$FEC978BF2386859F, $02000CED
$FED7122582AA9CAD, $010016A0
$FEE1DE5D33C6D6D6, $01000DE6
$FEE4B22A59C5FD53, $03000292
$FEE4B2D12BD24389, $01001194
$FEFA09BC811F4A7B, $04000C76
$FF00C6048ACB8086, $01000B46
$FF2FE7C90AF3123C, $01000DC1
$FF447933C85F063B, $01001068
$FF5FE52E8A2D27B3, $01001423
$FF7695AE1BF5C76F, $02000D1E
$FF7DD1AAB5C65567, $010008FD
$FF8DC967927C96E0, $0200155A
$FFA86FF8C3377F1D, $010008BD
$FFAD25E27C2479C4, $020014C8
$FFAEE9A450D6C958, $01000B7E
$FFD50A685AB64590, $010018E3

$801116F000001934
$80120600000018F3
$800E01A000002B7E
$80050160000018B2
$7FE106D00000168A
$7FDE16000000170C
$7FD901A00000150C
$7FD301800000148A
$7FEF0A8000002546
$7FEF1470000016CB
$7FC800800000174D
$7FD900800000150C
$7FEF079000002546
$7FEF15D0000016CB
$7FDF02000000168A
$7FCD00800000158E
$7FF814C00000170C
$7FE6046000002546
$7FE802600000168A
$7FE501D00000150C
$7FE901300000158E
$7FE501000000148A
$7FE0007000001449
$80191E4000002B7E
$801C012000002AB9
$8015009000001AB2
$80161E8000002B7E
$80040080000038BD
$7FD3008000001975
$800B007000002AB9
$80211F80000018F3
$7FFE007000001AF3
$80311BE0000018F3
$801F0170000018B2
$802B012000002B7E
$802100D000002AB9
$7FFC005000002D3E
$800B005000001AF3
$80151D40000018B2
$8011024000002B7E
$80000070000037BA
$800E1C40000018B2
$8011035000002B7E
$801300600000397A
$802D173000001BB6
$80340300000018B2
$803401E000002B7E
$802B0190000037BA
$8020019000002AB9
$7FFC00C000001934
$80221CA000001934
$800C0290000018B2
$801000D000002B7E
$80151700000018B2
$801006B0000018F3
$800E01E000001BB6
$8006006000001A71
$801217D0000018F3
$800E052000001BB6
$80010190000018B2
$801000E000001B34
$800900A000001A71
$801C1E8000001934
$80150170000018B2
$8033166000001934
$801704F0000018F3
$80190340000018B2
$800E016000001BB6
$8004087000002AB9
$800916D000001BB6
$800900C000001AF3
$80151CC0000018F3
$8019024000002B7E
$8007010000002AB9
$80151C9000002B7E
$801901E000002AB9
$8015019000001BB6
$80161780000018F3
$800F03B000002AB9
$801902A000002B7E
$801101C000001BB6
$8015006000001934
$80201550000018F3
$8015046000001934
$801902F000002AB9
$801501D000001BB6
$8019018000002B7E
$801F174000001934
$8020046000002B7E
$801E03B0000018F3
$800B00B000001BB6
$80221FF0000018F3
$7FE818A0000014CB
$7FD5041000002481
$7FDA03400000150C
$7FE7073000002481
$7FE814E0000014CB
$7FDE01D00000150C
$7FE1017000001408
$7FE000900000158E
$7FE417C000002546
$7FD20570000016CB
$7FE301C00000150C
$7FCE0110000014CB
$7FE81DF000002481
$7FDA020000002546
$7FF31FF000002546
$802A1C100001195C
$801203E0000016CB
$7FF11C7000002546
$7FF3038000002481
$7FE91FF0000016CB
$7FFF1B60000016CB
$7FF504900000168A
$7FD71FF0000016CB
$7FC71FF0000016CB
$7FD51FF0000016CB
$7FDE1FF0000016CB
$80021FF0000016CB
$7FF21FF0000016CB
$7FF219E00000150C
$7FE005700000158E
$7FDE00A00000168A
$7FEF17D0000016CB
$7FE403B00000158E
$7FE903800000150C
$7FE10080000014CB
$7FD700700000168A
$7FF91790000016CB
$7FF3034000002915
$7FED02C00000150C
$7FF501A00000168A
$7FFC00C00000158E
$7FE108C00000148A
$7FEF15500000150C
$7FD401E00001189B
$7FEF1DA000002546
$7FEF01100000150C
$7FDC00E00000148A
$7FEE006000003742
$7FF11A0000002546
$7FE905F00000168A
$7FC91FF000002546
$7FC9185000002546
$7FC607A00000150C
$7FC90A0000002546
$7FC615F00000150C
$7FCC1B40000015CF
$7FC904B00000158E
$7FE01AB000002546
$7FD80540000016CB
$80001FF00001191D
$7FF21CE000002546
$7FF30310000016CB
$7FF11C6000002546
$7FF20220000016CB
$7FC700D00000174D
$7FD500A00000168A
$7FE104B00000168A
$7FE503D00000150C
$7FE013D000001449
$7FE702E00000158E
$7FE700C00000148A
$7FEE1970000016CB
$7FEE03C00000158E
$7FE100F00000168A
$7FE100E000001649
$7FDF00E000001449
$7FF716900000168A
$7FF70630000016CB
$7FF903300000158E
$7FF306C000002546
$7FF413500000158E
$7FF002D00000148A
$7FD401C000003982
$7FE300E00000168A
$7FF0007000002481
$7FE506C00000148A
$7FED05900000150C
$7FFF12F0000018DB
$7FD700B00001189B
$7FF10D5000002546
$7FDF12A00000168A
$7FF7074000002546
$7FF715100000168A
$7FE203A000003982
$7FE1195000002546
$7FDF05C000002481
$7FE700E00000158E
$7FD819700000168A
$7FCD0440000014CB
$7FCD024000003385
$7FE71D8000002546
$7FCD0170000014CB
$7FCE010000003385
$7FE71CB000002546
$7FE701F00000168A
$7FE7015000003385
$7FF217D0000016CB
$7FEE065000002546
$7FE501100000168A
$7FF000B000003385
$80001BE000002546
$7FED024000002481
$7FF6012000003845
$7FE400C0000014CB
$7FF2063000002546
$7FF615B00000148A
$7FE0026000002481
$7FEB010000003685
$7FDB00B00000158E
$7FE508900000158E
$7FEB17600000174D
$7FFA19400000170C
$7FF302F00000150C
$7FDF01A00000158E
$7FE701900000168A
$7FDF0090000016CB
$7FE8082000002546
$7FE814E00000158E
$7FE902E000002481
$7FE11C300000158E
$7FE603C000002481
$7FED19A000002546
$7FF10650000016CB
$7FE90C6000002546
$7FE61390000016CB
$7FE119D0000016CB
$7FE5062000002546
$7FE01F8000002546
$7FE4007000003385
$7FF318F00000170C
$7FE00500000014CB
$7FE0020000003385
$7FE0080000002546
$7FE714A00000168A
$7FE7035000003385
$7FE306600000168A
$7FEE14D000003385
$7FEE02A000002546
$7FDB02100000170C
$7FE30A10000016CB
$7FE115E000002546
$7FE31F40000016CB
$7FE300B000002546
$7FF61DC00000170C
$7FF6023000002546
$7FCB0B700000150C
$7FE0148000002546
$80151D20000018F3
$801F01E00000367D
$8015008000002AB9
$800D006000001AB2
$801817B0000018F3
$802605500000367D
$802002F000002AB9
$80261BC0000018F3
$8023017000002AB9
$801500F000001AB2
$800700B000001BB6
$800700A000001AF3
$8009008000001A71
$8020199000002B7E
$8016026000002D3E
$7FF801D000001BB6
$801201400000367D
$7FFF00F000001975
$801F176000002B7E
$8018047000002D3E
$800E030000001975
$7FF3013000001BB6
$801B1FF000002B7E
$801B18C000002B7E
$8010073000002D3E
$80151FF000001724
$802E1FF0000116E4
$80150CD000002B7E
$80121320000018F3
$800B0D6000002B7E
$80281290000018F3
$80101AD00000367D
$80100370000038BD
$80190100000018F3
$800F00B000002AB9
$802E1A900001272D
$802403E0000018F3
$800F018000002AB9
$80091B8000001AF3
$8002047000002AB9
$7FD71CA000002B7E
$7FD50350000038BD
$7FE01FF0000116E4
$800F15C000002B7E
$800704A0000038BD
$7FFE037000001975
$7FED022000001BB6
$800C1E8000002B7E
$80120170000038BD
$8019195000002AB9
$8026045000002CF9
$802001B000001724
$801400A0000116E4
$80011FF000002CF9
$80091FF000002B7E
$802F18B000001724
$801D037000002AB9
$801D01C0000116E4
$801D01B000002CF9
$8006006000001B75
$80121DF0000116E4
$80390200000116E2
$80241B9000002AB9
$800A046000001AF3
$801B1B20000018F3
$801D04D000002B7E
$80081FF000001724
$800B0A5000002B7E
$7FF715A000002CF9
$8014192000002B7E
$800C055000002AB9
$8015018000001BB6
$801D1AA000002AB9
$802002D000002B7E
$801301D000001BB6
$800A00B000001B75
$80221C30000016E3
$800E03C000002B7E
$800E1BA0000018B2
$800D02000000397A
$800C016000001B34
$8009008000001BB6
$8005007000001AB2
$801D1970000018B2
$7FFF01E0000037BA
$800D01D000001BB6
$800901800000397A
$8006009000002CF9
$800D007000001B34
$8002006000002AB9
$80151F90000018B2
$800B006000001BB6
$801D1B20000018B2
$801F04C000001BB6
$80060A90000018B2
$80251390000016E3
$801101E000001B34
$800B151000001B34
$7FFD035000002AB9
$7FF303400002355E
$7FFF02C000002CF9
$8008019000002B7E
$80111FF00000395E
$7FFA19A000002B7E
$8002039000002CF9
$800C02C000001934
$800208200002355E
$7FF517D0000016E3
$7FFB1FF000002B7E
$801C1AD000002B7E
$801D03D000002AB9
$801E00E0000116E2
$801E007000001B34
$8013190000002AB9
$801A06F000002B7E
$802C175000002B7E
$8017057000001934
$802B033000001B34
$80171FF0000018B2
$801D1FF0000018B2
$80141FF0000018B2
$800D183000002B7E
$800D04B000001B34
$7FFB031000002AB9
$80141FF000001B34
$80371B0000003DBD
$80370330000018B2
$803701C000002B7E
$8037191000001BB6
$8026037000002AB9
$8030036000002B7E
$80381A2000001BB6
$8030030000002B7E
$802602D000002AB9
$8037097000001BB6
$80301680000018B2
$803809A000001BB6
$80301650000018B2
$80331FF0000039DE
$80291FF0000037BA
$800B1FF000002AB9
$80221FF000001934
$80181AA000002AB9
$80080280000018F3
$801F025000001BB6
$8006008000001A71
$800F1E00000018F3
$8013012000002AB9
$801B00D000001BB6
$80200680000018F3
$801C05E000002AB9
$8021131000001BB6
$8009008000001AF3
$80180A10000018F3
$8010042000002AB9
$801311B000001BB6
$801F1A30000018F3
$801D041000002AB9
$800E01B000001BB6
$80121E7000003DBD
$800B0180000018F3
$800B0540000018F3
$800E14A0000018B2
$800A043000003DBD
$7FF801D000001A71
$80171BE0000018B2
$8016041000003DBD
$80251FF000003DBD
$80211A80000018B2
$8024036000003DBD
$80250210000018F3
$800A1A9000003C7A
$80000560000018B2
$80071FF000003C7A
$7FF8074000001BB6
$800815C000003C7A
$800902F0000018B2
$800C1DA000003DBD
$80010250000018B2
$80101B9000003DBD
$800E0460000018B2
$802A1FF000003DBD
$80141FF000003DBD
$801C1FF0000018F3
$80211E90000018F3
$802100E000001B34
$8004008000001BB6
$80131E10000018F3
$801B014000001BB6
$7FFE00A000001A71
$80041AE000001871
$7FFE051000001B34
$800F0860000018F3
$800B1790000018B2
$80071FF000001A71
$80071FF000001B34
$8016093000002AB9
$800D15C0000018F3
$8018010000001BB6
$80210A60000018F3
$8021159000001934
$80240920000018F3
$8032043000001AB2
$801112A0000018B2
$80331C00000018F3
$802203F0000038BD
$80331FF0000018F3
$8034196000001934
$801D04A0000018B2
$802001F000001BB6
$80351B0000001934
$801804F0000018B2
$80161B90000018F3
$8018046000002AB9
$80181FF000003DBD
$800E1FF000003DBD
$80001C2000002B7E
$8000032000001BB6
$7FF600B000001B34
$800F190000001BB6
$800606F000002B7E
$80091FF0000026EA
$801C1FF000001BB6
$8010197000003DBD
$8007068000002AB9
$8001077000002AB9
$80031510000018F3
$7FDF01F000001A71
$7FEE01800000583B
$800F196000002AB9
$8011069000003DBD
$80121FF000002AB9
$8009080000001934
$801217F000001AF3
$80181FF000001BB6
$7FE91FF0000018EB
$800C1D60000018F3
$801301D000002B7E
$801500B000001934
$80201E10000018F3
$8018018000002B7E
$8017005000001BB6
$80161E1000002B7E
$801801E000001BB6
$802C1940000116E2
$801306B0000018F3
$80181FF000001BB6
$80161E5000002B7E
$801901A000001BB6
$8018192000003DBD
$801806D000002AB9
$801A05A000002AB9
$801A056000002B7E
$8019150000003DBD
$80131FF0000018F3
$801B089000003DBD
$801D176000002B7E
$80151B10000018F3
$801E040000002B7E
$801B00D000003DBD
$802116C000001934
$801904F000002AB9
$8016044000002B7E
$7FF816C0000018F3
$800904F000001BB6
$8009044000002AB9
$801E1A60000018F3
$800A059000002AB9
$80211FF0000018F3
$801C1880000018F3
$801504B000001BB6
$801802C000002B7E
$80171A2000003DBD
$801705D000002AB9
$80131AE0000018F3
$800E02D000002B7E
$8015018000002AB9
$801700C000003DBD
$80211B6000002B7E
$801F049000002AB9
$800E080000002B7E
$800817F000003DBD
$80181DB000001A30
$803C024000001934
$80201EB000002B7E
$8034014000002AB9
$7FE21F60000118DA
$7FCC009000002546
$7FF01610000022C1
$7FE805F0000032C2
$7FC503E000002481
$7FE4170000002546
$7FD504C000002481
$7FEB044000001408
$7FEB1FF000002546
$7FEB1FA0000118DA
$7F5000500000150C
$7FDB07100000158E
$7FD714900000150C
$7FC80330000014CB
$7FDB011000002546
$7FE115200000170C
$7FCD03A00000158E
$7FE803300000150C
$7FD30230000014CB
$7FDB01D000002546
$7FEA1FF0000118DA
$7FEA180000002481
$7FD607F000001408
$7FCB1A80000016CB
$7FE4057000002546
$7FEF1AC000002481
$7FEE0530000016CB
$7FF71FF000002481
$7FE31FF000001449
$7FE00670000014CB
$7FEE151000002546
$7FE004700000158E
$80091FF00000158E
$7FED1FF0000028D2
$7FFD19700000158E
$7FF20680000014CB
$7FEB1B1000002546
$7FD9031000002481
$7FEB01D000001408
$7FF709D00000158E
$7FFC162000002481
$7FD609F00000150C
$7FEA1600000014CB
$7FEE1FF0000014CB
$7FEC1FF0000026D5
$7FDC1FF0000156C3
$7FD61FF0000016CB
$7FCE1FF000002546
$7FE80A2000001408
$7FE315D000002546
$7FEA0AB000003685
$7FEA154000002546
$7FE81FF0000118DC
$7FEE1FF000002546
$7FD01FF0000014CB
$7FD61EB000012915
$7FD30140000118DC
$7FF81FF000002481
$7FEA07A000002481
$7FF016100000148A
$7FF3023000003685
$7FF91AC000002481
$7FF3053000003685
$80221C100000178E
$800B03E0000016CB
$7FDC08900000191C
$800E17600001195C
$7FFB1FF0000016CB
$80071FF0000016CB
$7FF71FF000002546
$7FE5183000002546
$7FDB05E000003845
$7FD001E00001191B
$7FE018600000168A
$7FD3027000002546
$7FD801A000003305
$7FD1014000001408
$7FD401300001191B
$7FAB012000002481
$7FF11FF00000168A
$7FEC1FF0000116D4
$7FF91FF000002546
$7FD11DF000003742
$7FD1020000001692
$7FE31FF00001191B
$7FDE1FF0000116D2
$7FE71FF00001191B
$7FF11FF00000150C
$7FCC1FF0000116D2
$7FC41FF0000116D2
$7FC91B0000003982
$7FDE04F00001191B
$7FCE180000005283
$7FDD08000000150C
$80021FF0000018DB
$7FE51910000016CB
$7FE1053000001449
$7FDF010000003845
$7FC900B00000168A
$7FF51C3000003845
$7FEA03C0000016CB
$7FE71940000016CB
$7FD903900000168A
$7FE8032000003845
$7FDF085000003385
$7FD617A0000016CB
$7FDF1E9000003385
$7FE00160000014CB
$7FE907B000003385
$7FFA15900000148A
$7FE901B00000168A
$7FDF0100000016CB
$7FD70540000016CB
$7FFA14E00000168A
$7FF4030000003385
$7FE802D000002481
$7FC3162000001649
$7FBF05800000150C
$7FD002400000158E
$7FAB01200000170C
$7FDA00F0000014CB
$7FCD0A900000150C
$7FFA1560000118DA
$7FEA18800000150C
$7FE006A00000148A
$7FD800D00001189B
$7FED07B00000168A
$7FF314900000150C
$7FE903C000003742
$7FF208C00000150C
$7FF017300000168A
$7FEA19100000150C
$7FF506E00000158E
$80071FF000003385
$7FF31CA000003385
$7FF30350000016CB
$7FFD1FF000003385
$7FE71FF000003385
$7FF11FF000003385
$7FF71FF0000016CB
$7FEA04D0000016CB
$7FF204500000168A
$7FE113F000001649
$7FE002E000001449
$7FE51BA00000158E
$7FDC0450000022C1
$7FD11FF000001649
$7FEE1970000016CB
$7FEE06800000150C
$7FF91FF00000168A
$80091FF00003154C
$7FCA09A00000168A
$7FEF1650000016CB
$800209200000168A
$7FF616D0000015CF
$7FF51FF0000015CF
$7FE61EC000002546
$7FDF01300000150C
$7FE61B1000002546
$7FE104600000150C
$7FEF00800001189B
$7FE31FF0000116D2
$7FE01C2000002546
$7FF303D000003742
$7FF017B000002546
$7FDE02F000003305
$7FE102F00000148A
$7FE901600000168A
$7FF0008000003845
$7FDC008000001408
$7FEE1EB000002546
$7FDF00F00000148A
$7FD900500001189B
$7FD71A9000002546
$7FE002900000150C
$7FD3020000001408
$7FCD00D00000148A
$7FEA17200000170C
$7FC805F000002546
$7FA602E000001649
$7FD71FF000002546
$7FEC1FF00000150C
$7FEA19D00000168A
$7FF106200000150C
$800415B00000150C
$8000053000001408
$800005200000158E
$7FEA188000002546
$7FE50420000118DA
$7FE6035000002481
$7FC91CD00000158E
$7FC903200000150C
$7FC91B100000150C
$7FC904E00000158E
$7FCA1A600000150C
$7FC905900000158E
$7FDA08E00000150C
$7FCF1710000014CB
$7FD509800000150C
$7FD116700000158E
$7FD11FF000002546
$7FD11FF000002546
$7FDA1FF000002546
$7FD21FF000002546
$7FC61FF00000178E
$7FD31FF0000016CB
$7FF81FF000002546
$7FEA073000002481
$7FE704500000150C
$7FE113E0000016CB
$7FDD00A000001449
$7FEF1A5000001449
$7FD80340000016CB
$7FDF02600000158E
$7FE005E00000168A
$7FED1510000016CB
$7FF503B000003845
$7FDF015000001449
$7FE91C10000016CB
$7FE0022000001449
$7FDC01C000001408
$7FE01FF00000150C
$7FE21C5000003242
$7FDF02400000150C
$7FD901600000168A
$7FEC17C00000168A
$7FE0052000003242
$7FE803100000150C
$7FD51880000016CB
$7FDF077000003385
$7FEE1D5000003385
$7FDF02A00000168A
$7FDF1FF0000016CB
$7FE71FF0000016CB
$7FED1FF0000016CB
$7FE805E00000148A
$7FED14700000150C
$7FEF02900000168A
$7FED02400000158E
$7FD300C000003742
$7FED197000003385
$7FF20680000016CB
$7FFA1FF000003385
$7FEA1BC0000016CB
$7FE8043000002481
$7FE01FF000003242
$7FE81FF000003242
$7FE81FF00000150C
$7FFC1FF000002481
$7FF21FF00000150C
$7FF81FF000003385
$7FF21B5000003385
$7FF304A000002546
$7FE6183000002546
$7FCA06F000003982
$7FD800D000003742
$7FF20B5000002546
$7FCC14A000003982
$7FCA1BA00000148A
$7FCD0450000022C1
$7FED1C1000002546
$7FF503E000002481
$7FE01FF000002546
$7FEA1E8000002546
$7FDC01700001189B
$7FF31FF000002546
$80001FF00000168A
$7FF01FF000002481
$7FE108A00000148A
$7FF517600000150C
$7FF408B000002546
$7FEE174000002481
$7FE40A3000002546
$7FD304500000170C
$7FE711800000158E
$7FF41FF0000118DA
$7FFB1860000118DA
$7FE9079000003385
$7FD81A80000118DA
$7FBA057000003385
$7FC91BD000003385
$7FCB042000002546
$7FF41FF00000168A
$7FCF1D70000014CB
$7FD802800000168A
$7FE3197000002546
$7FE3068000003385
$7FE21FF000003385
$7FE71E8000002546
$7FE000F0000014CB
$7FE900800000168A
$7FE00D8000002546
$7FEA12700000168A
$7FE71A5000003385
$7FE705A000002481
$7FF408E0000016CB
$7FF2054000002546
$7FE711D00000168A
$7FFC1FF000002481
$7FFB175000003845
$7FE103800000148A
$7FE70370000016CB
$7FEF01A000003685
$800A1FF000002481
$7FE51B100000158E
$7FDA04E000003685
$7FF61F8000002546
$7FF000700000174D
$7FEB1FF0000036A1
$7FD81FF00000158E
$7FE51730000016CB
$7FE805400000148A
$7FEF01E000002481
$7FEC01A000003685
$7FFE15D0000016CB
$7FE105C000002546
$7FC804700000174D
$7FE11FF00000191C
$80081FF000002546
$7FE506D00000158E
$7FEE155000002546
$7FDA03D000003685
$7FDD19A000002481
$7FEF065000002546
$7FE91FF000003385
$80021FF0000014CB
$7FEA1BD0000016CB
$7FD004200000168A
$7FEF1FF000003385
$7FE21FF00000150C
$7FD41FF0000126D5
$7FD717F00000158E
$7FED04100000150C
$7FE103E00000148A
$7FE81B9000003385
$7FE7046000002481
$7FE71FF00000158E
$7FDF1CF000003385
$7FE7030000002481
$7FE71FF00000158E
$7FE21FF000002546
$7FE21FF0000016CB
$7FE91FF0000014CB
$7FDC1F6000002546
$7FDA0090000014CB
$7FDD0B00000014CB
$7FEF14F000002546
$7FE41A8000003385
$7FDD05700000170C
$7FE51FF000002546
$7FE818200000168A
$7FEF07C000002546
$7FE70A000000168A
$7FE513B000002546
$7FE902400000170C
$7FE51FF000003385
$7FE11FF0000016CB
$7FE81BB00000170C
$7FF00440000016CB
$7FD008700000174D
$7FE2178000003242
$7FCE1FF000003242
$801C1F70000128ED
$80000080000158FB
$801C1FF000002AB9
$800A1810000018F3
$8020060000006FBC
$800201E000001AB2
$801A1E60000332D9
$80050190000018B2
$80371D6000006FBC
$8026029000023499
$801C1FF0000018F3
$80241FF0000018F3
$801C1FF0000018F3
$7FFF18C000003D3D
$800B045000001BF7
$801602F000003AFD
$80101FF0000128ED
$801C1FF000002AB9
$801C182000023499
$801F06E000006FBC
$801C00F000002AB9
$80321A7000006FBC
$801A040000023499
$801A018000002AB9
$802F1FF000002AB9
$801F1FF0000038BD
$80211CF0000018F3
$801C03000000367D
$80261CE0000018F3
$801A03100000367D
$802B1FF00000367D
$80131FF0000128ED
$802B1FF0000018F3
$80291FF0000116E4
$80161FF000001724
$7FFD197000001AF3
$8008068000003DBD
$80121FF0000116E4
$80001FF000001BB6
$80211FF0000018F3
$802B1FF0000018F3
$7FF51FF000003DBD
$800D1FF000003899
$7FFE1FF000002B7E
$800E1FF000002B7E
$80141A10000018F3
$7FFB05E000001BB6
$80051FF000002B7E
$800A0870000018F3
$800A178000002B7E
$80181FF0000018F3
$80191FF000001724
$80371FF000003AFD
$80191EA000003819
$8016015000023499
$8019082000001AF3
$8019162000006FBC
$800D01B000002AB9
$8014080000001AB2
$800E14C000006FBC
$801401C000001AF3
$7FF0017000001871
$80141C0000001AF3
$801102C0000027AD
$800400A000002AB9
$7FFC0090000018F3
$80191E30000128ED
$80060100000038BD
$7FDD00C000001AB2
$801218C00000367D
$800F0530000018F3
$80040100000038BD
$7FF3010000001BB6
$802F1FF000002B5C
$80231DF000003AFD
$800A020000011723
$80251FF000001724
$80141D6000002B7E
$7FF3029000002AB9
$800A1FF000002B7E
$800A1FF000002AB9
$7FF31CA000001AF3
$8009035000002B7E
$800A1FF000001AF3
$7FB71AE0000019F7
$7FBE0510000038BD
$7FE41FF0000116E4
$7FE61FF000002B7E
$7FF61FF000011725
$80071FF0000116E4
$8020180000001724
$801307F0000037BA
$80231E8000001724
$801F0170000116E4
$802B1FF00001292A
$80210820000116E4
$801C17D000002B7E
$80271FF000001724
$80251FF000002B7E
$802C1FF000002B7E
$802B1FF000012933
$804B1FF000002B7E
$800F1FF000001AB2
$800F1FF000002B7E
