Yakka Opening Book

Total Book Positions = 8507
Total Book Moves = 12184

$0005708FD29B49F4, $03000B91
$CF9691FBB20AB441, $020009A8
$CF97CFD0360218CA, $01001146
$CFA26DBCE4526661, $01001B95
$CFB7B7EE101A5C76, $0100274C
$CFBA3CD3E55607D5, $030023AA
$CFC32D75B5E114CB, $02001AF3
$CFC7297082A18279, $01001957
$CFD1F2E7E5BF0FEB, $01001B55
$CFD8D6A6D8FFF4C7, $01001428
$CFE381D6A573DAE0, $010009F8
$CFE70E45FC74085E, $02002495
$CFEF7E4566F368F3, $01001DD6
$D00244A6D2163F17, $01001952
$D00524531A87809A, $01000F95
$D00AD89840935FB7, $01002C91
$D0143DD19F265E7A, $010006CC
$D016BE4F47D31E11, $0100107F
$D01B16EDCB35966B, $01002B54
$D01C22636E010737, $01002E44
$D0254FF8A3EF6130, $0100230F
$D02A28E97D883E05, $01002596
$D030889294AC706A, $020024E5
$D039041341F72A68, $03000789
$D054D36B2BBFE09E, $050011EC
$D055C6385270DA0D, $01002EFC
$D05B4A8E87F0B52B, $01000943
$D05ECD14DECB56D7, $01000688
$D066942457755263, $010008DD
$D0671CAE02C6FF2B, $02002840
$D070F60893DE0978, $02000A13
$D073CE351B354DDD, $0100214D
$D09A36BC809DEC33, $01002546
$D0AAF2362AE49F5F, $01000FAB
$D0AD7394837FE42F, $01002091
$D0B654369FF332AF, $010008B9
$D0BCDD31866600D0, $01000D20
$D0C2F3BFCB133F18, $01000E2D
$D0C583C6BF31B939, $02000128
$D0C90C669FFF46A2, $01001D5F
$D0D47A5EDF3CE4A0, $010028C0
$D0D577A81C2693C4, $0200256E
$D0DC65924A907593, $01001D22
$D0EFCC70FF16A6FA, $01002619
$D0F2B80880603F88, $01000B7B
$D0F979B44761A207, $02002432
$D10097ED43E18ED6, $010028CC
$D100C449305E415D, $01001328
$D10C90B00B16582C, $01002CDF
$D10D15430BD81A4D, $01001D4A
$D11B712B216FA924, $01001AC6
$D121416A167C3744, $010008E9
$D12402A7B9E8F462, $020009B5
$D1282477AEC6D010, $0200145B
$D1395CE7463BE464, $0300089B
$D1448793502E58AD, $010027E1
$D14D595B25C0A162, $01002650
$D14F052E1B2F2042, $02002C8A
$D151950DDD7D34B3, $010026DA
$D15AC7725452F37D, $01001EDC
$D165CDE767868E58, $01002C5A
$D175D056A0BC5711, $02000BBA
$D18BDE0D6A17261C, $010017A8
$D18CEE9309B5AF38, $03000556
$D194691C5A282403, $01002984
$D19C982FF16DA992, $01002368
$D1A010C47668D5A9, $01001EA0
$D1B53A45C572E24B, $01002D1E
$D1B9F722FA5E4DCF, $020003FF
$D1D52B1A1228DB65, $0400014A
$D1DD5826B619C60C, $01002958
$D1DDD80A36504893, $01001DE7
$D1F5DDD1C0C104CF, $01001F21
$D202B3353A20777E, $0100289D
$D2070BA397434B6E, $01000E98
$D20B55C248E2B250, $03001D95
$D20F06FFDB0492CA, $01002718
$D20FDE5E6EFCC368, $030007AB
$D21389B0991DE355, $01002E99
$D2172665B67BE80B, $010006A6
$D219379691A91832, $02001D81
$D223E360CD027363, $04001A89
$D22F8AAA50245C5C, $01001208
$D2313A50223EB1A8, $01002512
$D24A5920128483C9, $0300130B
$D25D41E42066F51C, $060007F4
$D262EAF2F2E5C8CC, $01001131
$D26C0653DF09E8AD, $01001BDD
$D2786EED75BD95AB, $01001653
$D2790B765ABE7578, $01002094
$D28265B0E50647C3, $01000897
$D2845D9CF4F42F38, $02002307
$D297475CF4561E51, $01002C6A
$D29AD89C6A3C9AC3, $01001A91
$D2A7ABF6D10E1D4E, $03001E3C
$D2AC1ACDD9F2B40B, $01001CDB
$D2B22FE151617BC7, $01001D6C
$D2B3935FB193D492, $0300034E
$D2B7574714B14470, $01001E2B
$D2BE604970C92BEA, $01001FCA
$D2C2F6A9DAE1A462, $01001858
$D2C801455EFBC9F7, $02002876
$D2DFCE2ADB2212D7, $0100266F
$D2F57214BDDACB45, $010029B0
$D2FC68961FA42966, $0200286C
$D2FF13B627A239A6, $0100271D
$D30BCDCCA9ACDDED, $020010DD
$D310E9E32540EBD8, $010010E9
$D3119C36BA947752, $01000612
$D315C87BE7DC6DF4, $010029AB
$D31CABF43EB9A2C2, $010012F0
$D31D1B02CB31E27B, $02000A25
$D321138A5D1F2607, $010028E1
$D3247E9AB33724D2, $01002541
$D326B494C2385C9C, $010004BB
$D3282CCEF2EE68F0, $010028ED
$D32A9B27B156E0CE, $060004DB
$D338B3145FFEDDA6, $01000C5E
$D339449BC8E1BAC4, $010014F5
$D36248026EB82FA8, $01000E5E
$D367E9D6CEEF23E9, $010020B1
$D368141FCCE68B07, $04000066
$D369657C755BE833, $010026D6
$D36CB4E8E6151266, $0300075F
$D37C76CCA37D1317, $01000DA2
$D38E8FF6BA774C06, $01001770
$D38F4C93BB718945, $020009D0
$D38FE012CBA689FE, $010027CD
$D39BA589CC8A1702, $01000BA4
$D3AD653F2B5D504F, $0100193B
$D3B309743470856A, $0100086B
$D3C44D8DE07D71A9, $01002977
$D3CB9F7547F63FF9, $01000EE4
$D3D9C8F73F10E54F, $01002F78
$D3E173F4AF1FDAB2, $03001188
$D3E5B551F4EC747A, $01001F48
$D3F656B842A9761A, $02000741
$D3F9B39D668406E3, $01000730
$D4093DFD5D1EF009, $020002AD
$D40B412601FE1461, $010028B7
$D410FD2195D22B54, $030011FB
$D412FFC7F256EAC1, $03000F77
$D41B716452F14C75, $0300054A
$D41D2ADB55C29E03, $02000E7B
$D41E2F82E198C23F, $01001E05
$D41EF08450A49D4F, $01002B3C
$D4218A9F1A1A64E3, $01002253
$D4271DBA485B3A38, $010009E2
$D427594F2E3FD105, $01001FAC
$D4287F8AEABEA122, $010028E6
$D42AB48DF571FC8E, $030021A3
$D43006AF043C1071, $01000BFF
$D4394B3B20E32A3E, $01000896
$D4424576CA3C7AC3, $01000467
$D443E83D3D048702, $01002EA7
$D447BF27C304526E, $02001D24
$D4480E441B0C6515, $01002F5F
$D44C6E83BDE8F971, $010021B7
$D46ABF8DF932F616, $01001980
$D474FD8D6818759F, $030002BE
$D47F894EB40911AF, $0100187A
$D482E076EEAC598D, $02002A18
$D485267363386CFD, $02001BC8
$D487CE0622D62C60, $02002C81
$D488DFE78E8251DE, $01000DD5
$D48E13FDDE8AEDF2, $01000A22
$D492FD459743E2C1, $01001787
$D493444410A64385, $010004BF
$D496AD2D581DD7B2, $01002EA1
$D4986A54E3C79CEF, $01002CFF
$D49EF0131D50DCC4, $01000C6F
$D4A06E9C2179CC1D, $03001433
$D4A65BFA0067BCF1, $01000EB1
$D4A7CC62CA6810B4, $02000833
$D4BB387E691A9898, $01002406
$D4C3B525E5EEDEA0, $03000C57
$D4CBCE5E378F3EEA, $010027C5
$D4D449F1858C8C15, $0100071A
$D4E686F1090F9DCB, $02000239
$D4E68B5BA0367CA6, $010028C1
$D4E98A3A8B660FBB, $01001A7B
$D50133E19B1B0165, $01000D22
$D512317ADFEEDAE0, $01002CAA
$D517EF680E88EB10, $01002C51
$D5184B1BF7B88BDA, $01001D11
$D5189B8D4CFC06A6, $01000B02
$D51B3DCF9CDEDB8D, $01000F9D
$D526534AD3568A58, $03000FC8
$D529446758CF680A, $01001A30
$D52AB4F29257B522, $01000F3A
$D52FAD5934AA3340, $0100166B
$D52FC4155C4283EF, $01002BE2
$D53C185CB0C85DA8, $0100047E
$D53EC28FC113BF7B, $0100212C
$D54122232842DE1F, $02001A1D
$D54173E136056D21, $020012E8
$D544899802083E0B, $03000859
$D5485A72375DD611, $010010E8
$D552BD5FA1423AA9, $010004EC
$D55A0011A8251E99, $0200066F
$D55CF7978AA01304, $010008DB
$D5688A5B5AE377B6, $01001A86
$D56FABF6101A63AD, $03001AD2
$D572CDCC70542B9F, $01001308
$D57596E9BA11A870, $0200062A
$D5761742E18EE360, $010010A2
$D57D92410CEFAD9A, $01001BE1
$D58AB5B2273BB5AE, $01002E4A
$D58EC2E8FBE9BFA7, $01002B19
$D5910AB2D85F8E36, $01002B3B
$D593105FAC336F81, $0200124D
$D593D5CE7C5B6D70, $02000365
$D59A6ED56FC190AD, $01002196
$D59F68B6746863F8, $01000FD1
$D59F86A2F77FAFB1, $04000000
$D5AD58CD221DB2DF, $01002593
$D5B1F6706FC0936F, $01001C5C
$D5B6DF9D4CF89F1D, $01002447
$D5CAC597AD55DF5A, $0100275A
$D5CBFEAFFDB1BB78, $01001A5A
$D5DC72A94C5AD663, $0100289B
$D5E40F2FCC352FED, $0100285C
$D5E56C573D69BB0F, $010027FA
$D5EBE7B2E16C91F9, $010014ED
$D5F0DE4407C2B93F, $01000928
$D5F4AA5F7C9C2C59, $01001374
$D5F4AFA5D03ABBFB, $010013AD
$D5F4CB5158164E2F, $01001E16
$D5FDCEE7AE9C31E0, $0200171B
$D5FE03A253AF734D, $0200052A
$D6054348F74623B2, $01001B08
$D6058AFFF80DA14D, $01002CE3
$D613BBAC86DD487F, $01001D0D
$D6277E9D0935309E, $01001A81
$D62DA02D501DF942, $0100275E
$D62E59122E6BA4B9, $0100128C
$D63975EF6CA57E0C, $0100217C
$D63EC41887968CDA, $02002BA7
$D6402219B11B7614, $01001B16
$D64B76C133D5FEA0, $010025CA
$D64F7A3C4FC265CA, $01002B25
$D656364FCA087912, $0200136B
$D65CF67921A6F7A2, $01002DEF
$D65DE52A56F610DC, $01000D93
$D663AC577876325D, $0100258F
$D66698C759F94143, $01001776
$D678C9943DD0794D, $010019D1
$D684D367B75504FE, $010022AE
$D687FE5BA6A0C06E, $0100195B
$D68ADBC2C60C8B07, $01002296
$D69080940C8F5F4A, $0100090E
$D6993431A5AD5E69, $01001574
$D6A3E036296EA0A0, $03002B44
$D6A8F0B2F0B1C26B, $01001771
$D6ADC94ECC67A051, $01001097
$D6BFBDF4FA5404DC, $01001831
$D6C12862FB11DDA4, $010020E3
$D6C806E703A58BB3, $0100265F
$D6CAAA5266A0FD00, $0100105A
$D6CB2301A78ABA5F, $02002956
$D6D137D4ABE997E0, $01002C25
$D6D8F56B72AE3390, $01001019
$D6DFBD192C074AAD, $010010E7
$D6E0BD84842B8075, $01000BE1
$D6E0DCBEA51716E6, $01001EF5
$D6E99227FBC5BACC, $01000FBA
$D6F1A5F55700B6CD, $02000E5C
$D6FF59514DB99886, $03000243
$D715A44F9460CF21, $0100013D
$D71F55B92D46C7F3, $01002057
$D7245322C3329EFC, $010026EE
$D7267321458FD16E, $01002B4F
$D72ACA4B2E772BFC, $01002AB0
$D72E04E276CE5BB3, $02002DD1
$D7328AF0CE651DB1, $03000E45
$D737B6B2603910A8, $01001680
$D737C018CC50C2C5, $01000667
$D738BE78A844C2D5, $010026CF
$D73E4D2B91A887C2, $0100180B
$D75950F80D4C4FCA, $01001103
$D75B631A6F1327DA, $010013D1
$D76066FA8DC9116F, $010006C3
$D774D8119F6B9BF2, $01001464
$D778D14A2C1A97DE, $020014C3
$D77CE24E3434AF53, $01002182
$D78AF093853C9BB1, $01002AD9
$D78B28C5D71BC7CA, $01001C15
$D79EB38A78D3C694, $030012FE
$D7A60903C93484A0, $010028B9
$D7B1A18F7628B2D7, $01000F96
$D7B2039A2900CEA1, $010013E9
$D7B5F85C745EE8C4, $02002101
$D7B7B4760088200E, $02001955
$D7B9CFB305248A18, $02001FF0
$D7D3B5452E1533A5, $010022AF
$D7E1790D4D49F345, $01002971
$D7E2727CBDDF0C9D, $010020DA
$D7FAA4E29736C47A, $02001C34
$D7FD2980E1FBA4F5, $0100247A
$D80C412E6ABAB806, $01000A2D
$D81219E936B5AC1B, $03000138
$D812996FD12E1B8A, $02000D13
$D815FC33D31E6D6E, $01002966
$D8181FEF8C627A3E, $01002526
$D840DDF6BF2EAE38, $01002518
$D848622617995294, $01002DC9
$D8564E4751BE3994, $01002BDD
$D85B0746DCF959D4, $01002C90
$D87C7544C817CD70, $0200134E
$D8844FAD2B8CDA87, $010017DE
$D88B1100792C2F4D, $01000249
$D88D6EFCA150401F, $0100110C
$D895656DE88198AF, $010027BD
$D89EA6F9D603DEC3, $01001C37
$D8A6F1952B79559C, $020015AC
$D8A83D06496B1311, $01002697
$D8A8EBFD4AC436B2, $01001D16
$D8AB45DADBEE4D06, $01001E81
$D8ADF7A1501788E0, $01001BBC
$D8B19782AFCA27FA, $01002F5C
$D8B547472F242C26, $01000EA3
$D8B7A4E7D30BF60D, $010014E3
$D8B8D04F10DF343B, $01002D9A
$D8BACE1E24C3037B, $01001A6B
$D8DAAE0E5A4FA93E, $0200162A
$D8DB7CEA0C2D2C2B, $0100254A
$D8DD98E2FBF6D18B, $010020F9
$D8E3D72CC2BCE66E, $01002AB2
$D8E702A4578FB003, $0100156E
$D8EB79BBEE5CADE6, $010008F1
$D8F7C27E33497F11, $02000770
$D90500612533D513, $010008DA
$D906435337643C59, $020015DB
$D919024031B0D96D, $01001D04
$D91B799D41663117, $010020C0
$D928E38BF96E1777, $010006D6
$D92F2F97F82A16B3, $0200253B
$D9343113404CE81F, $01001014
$D93B2FE6F02556F8, $01000FE0
$D9488AFB4F33DDE5, $0100268A
$D94BF51C0A3C0CC2, $01002F40
$D94E701401F59503, $010011BD
$D958D32AA1A7D9DD, $01002DFF
$D9598069B7980A24, $02001850
$D95AAD02EEC9C318, $010003EE
$D95E11BA87E8A23C, $010018B5
$D9694465F282DADB, $02001C6F
$D96EA54A68A9B220, $010013AA
$D96F30477EFFE54E, $010025CD
$D974CB81FA29C556, $01001C8C
$D982B44FADD6C55C, $01001E58
$D984E6688BE837C9, $02001F83
$D985A4371A6C02D1, $010022CE
$D9867C5AE67DF4C8, $0200205E
$D992391224D70759, $0200086D
$D992E2D81C4437CF, $010002C8
$D995C063E15FB8A5, $010005DF
$D99F804E219AA85A, $01002539
$D9AC80ECFA5C1E4D, $010021BE
$D9B1B307FE67ED27, $02001147
$D9C0E82B0A6D7232, $03000C07
$D9C23646A88FDE6C, $01001F9B
$D9C9D78779FAF495, $01002AAC
$D9CF967AE1D9F441, $01002231
$D9DD5A99033CBD2B, $01002AF3
$D9DDCE758A4E58FE, $01002655
$D9EADDA3E57F1FEC, $010016B3
$D9F32E86C4CAB65F, $0100285B
$D9F5CBEE8341F0A6, $02002C8C
$DA0A2D264FDB6164, $010021D0
$DA0A694E609610C1, $01002A53
$DA0EB9E9F2AFC72F, $01002C5C
$DA113919127996FC, $01002D08
$DA13D4D6EDD13107, $010022BF
$DA1C8D9B3BC06D1B, $04000265
$DA20DD1DD522DB7B, $0100159D
$DA292BBDBA4DBA52, $01002F71
$DA2D2D984050B894, $01002BE9
$DA45CD43556B7D88, $02001370
$DA4A73C5D5478BCD, $02001FF7
$DA51AFD88D532DDF, $010006CE
$DA5DC8329907A8A4, $01001B15
$DA67F17BCC83A7AD, $02001BE3
$DA6814F732F23601, $010004BE
$DA7B17E163352BF8, $01002633
$DA7D703A3EE5BC9A, $01002B92
$DA7F7AA237F6D4B2, $020029A4
$DA80413D878F8FF7, $010016B9
$DA883129657F8021, $02001402
$DA9303D34F6F7AB5, $01000EDB
$DA998D74EC48DA7F, $010007E3
$DA9C8EFD854BDC1D, $01001790
$DAA0FEB1E897786F, $01001B7F
$DAA32CB74C764DD5, $01000EA5
$DAB4BE91C148FF72, $01000E54
$DADA1122467C6E61, $02000C11
$DADB00BD57E7709B, $0100287A
$DAE5D529B0181D0A, $010028D8
$DAE7A8E342AA4429, $01001297
$DAE82CD6BC947C60, $01002D96
$DAEFCF26AE03BB71, $02000966
$DAFB55D6A791A740, $010006DB
$DB0045EE758E5810, $0100112B
$DB0795BFFE3D958C, $02001B7B
$DB10F2A9E3164F19, $01002251
$DB143EDEE37F0390, $01000DD2
$DB205592F064E9FC, $010006C8
$DB22C3A274A30D88, $01002310
$DB30005BCB1A038C, $010028BA
$DB389F7777E9BB8A, $01002959
$DB45A2465EAD77F1, $01000E90
$DB547BFFD072E685, $010023F3
$DB56C9801D573EAE, $01002605
$DB669C83A49C99FB, $03000843
$DB6C936FE5A16CE6, $020021C8
$DB7551A64ADD956D, $01002D39
$DB7DD8C0A5E2D68F, $0100070E
$DB8605A6D504D20C, $01000C3A
$DB8A7A5159775D97, $01002511
$DBA5260E9A6B3C24, $010007BE
$DBA9B6C05BC86689, $020022DB
$DBAD61C6D155DEA9, $01002C3F
$DBB4D6E22032E363, $01002E45
$DBBAD2D11A0F0DB0, $020015B3
$DBCD469D0C7D97AB, $010016B8
$DBCF235FD64DEA1B, $010023F5
$DBDE7C45182842C0, $0100185D
$DBDEA82A6142E8DF, $020013E4
$DBE2BF88695FEE78, $0100134A
$DBE6817DA8FDA4F8, $01001130
$DBEA2286B7100D29, $0100103E
$DBFFFB95A8D81D8C, $01001E6C
$DC0027F3DD2FFC6A, $0200099A
$DC00A4E2C77D01FC, $01001CF6
$DC1DFF150DA73BDB, $01002846
$DC22335CE3541F97, $010013E0
$DC3092F7CC3D2C06, $010019D9
$DC32AD31D57FEEB5, $0100197E
$DC3F132731210064, $01000893
$DC440B98042FDB90, $01002BCB
$DC52E433CAF287D6, $01001983
$DC550C9B3217075C, $0200112E
$DC5E782E548A2B0D, $010003DB
$DC608A73F9942F0C, $01002B35
$DC66B99995FC9EB7, $03000880
$DC82C9C7341F6A14, $0100267E
$DC8502747A03386A, $01001FD1
$DC91AA55D9FFD0C6, $010018CE
$DCA35A49C0287CE7, $01001117
$DCB2CF78EDE4AAA5, $0200209C
$DCCB820032B3049A, $0100090A
$DCE1D22EEC835717, $030001E8
$DCE6486E3AE7C28C, $040002FE
$DCE99C3C4A005891, $010020A4
$DCEEA83137625524, $01002216
$DD02E32E44D07367, $0100071F
$DD0B2E5392427AE9, $02001BEF
$DD0CA0CBD5FBFDAF, $01002BAD
$DD1D15A5B37DF7F0, $01001E14
$DD31219F4AD1C70A, $0300126E
$DD418B25CE55D59B, $020015CA
$DD443D05266963C5, $01002AEB
$DD48034CAE484176, $01000A1B
$DD533ABA48E669B0, $020010F4
$DD55F271E400CEFA, $01001DEF
$DD593FCE26310BE8, $01000A3C
$DD6234C3D54FDC1D, $01002E8F
$DD75587689F9F737, $010008E1
$DD82573147CDAA37, $01001CCE
$DD8A73EBEE88783D, $02000715
$DD8EE49B1FE048E9, $01002EC9
$DD921FFE948B0A28, $010016B5
$DD990888A6243205, $01002DC5
$DDB4DB7709AC0756, $02000CF5
$DDB855758E876CC9, $03000991
$DDCC643723B4082C, $01001958
$DDCF4F6AAF5DC721, $02001B96
$DDD72E5031ABD705, $01001013
$DDDBD0C198A580EF, $010023F1
$DDDDE427E06C2918, $010004BA
$DDE32033B30F1038, $0100125A
$DDF045F4586E181E, $010023CB
$DDFCCD91359796F3, $01002B96
$DDFE54864A7D3835, $010014C6
$DE07B66F601D896E, $0100230A
$DE0D3B027E6E8C38, $01001769
$DE132203262C9651, $010027B3
$DE1365955B4CE9F5, $01002A16
$DE13A1F9FD807B9A, $01002B7A
$DE26EB50471E63F6, $0200143D
$DE283535439C90A6, $02000C88
$DE29CB49CF722673, $01001426
$DE339EDCB8090488, $01002AF6
$DE3D60425BFFBBAA, $010024D6
$DE48A18E765DD394, $010025BA
$DE48C4958102D26D, $0100268C
$DE5470B723748B72, $01002F88
$DE559F50F75D60AA, $0200178B
$DE585FD21E84D092, $010003E9
$DE5D30EE3D4EDA05, $010014F8
$DE61CEB858B1D73E, $01001044
$DE63B0E55CC59281, $01002E0C
$DE65E44B24578092, $0200116D
$DE674E8ECD75D0C6, $01002761
$DE688081A4E69C4E, $01001523
$DE69FA02A75436ED, $01000666
$DE7808EA6E387315, $0100124F
$DE7EC93067E46500, $01002E34
$DE8342EC12C73709, $02002016
$DE8667818B067CA5, $01001780
$DE8BEEDAB2C519E7, $010029F9
$DE8F2EB0EE99EAA7, $01002A7C
$DE9E7783E9145AD6, $020009CC
$DEA0FB3B0DD53E7B, $02000D74
$DEA19B5EC4A51A2A, $010021CF
$DEA3E2899C4BDB87, $010028E0
$DEA5ABCEF7EDE1AB, $01001C72
$DEA8DAF036F0CEEA, $01000F3F
$DEB73D1EB55FDD53, $01001284
$DEBC20EDA44004A2, $0100282E
$DEC602632CE83E83, $01002B1A
$DED3E6029C79B624, $01002E49
$DEDEE0C356DED386, $04000DEB
$DEE7FD92E62E1133, $02001CF3
$DEED5278CC2C4712, $010023AD
$DEF307E3692576F4, $01001ED8
$DF05D2BCFE431942, $01002B13
$DF0F4B8204A0F669, $01002A86
$DF16EF8E19CADC98, $01002F2E
$DF1D70EA0FD770C8, $010028E2
$DF234A2965AF958D, $01002F02
$DF380584A703D0AA, $0100295E
$DF3AA40EB7941915, $01002CDA
$DF3BA26F90F57013, $01002A56
$DF504AF68D7D43A9, $010009BE
$DF582B820D589C0E, $02000970
$DF616C928A57D251, $0100225E
$DF69DA3318EFD4A0, $01002B24
$DF6EBC8DC1097C4C, $02001B53
$DF82B85EB5A3D4AA, $01002D21
$DF86CF7119AAC7B8, $010010A7
$DF8B4CC15D93B10D, $01000A4D
$DF9228496015A987, $03000198
$DF96AFFF900725A3, $01002E5E
$DFA16CD810577FED, $01001D76
$DFA782BECFA9DF35, $0200138A
$DFB5AB2D2DC8D338, $01001CCD
$DFB8E38CD2AE0293, $01002901
$DFB96FBA66DA4583, $01002911
$DFBCAB18F6AFA91C, $0100079B
$DFBED0F085501406, $0100086A
$DFC0E41968E4070C, $01002313
$DFE0B5F941BDD03A, $01001D68
$DFE113F2AE715809, $01002F42
$E028FF9F3D99CE3A, $01001EF6
$E03136EDEC999A83, $01002EAD
$E03A0A259434AA7D, $040023BE
$E046FC3609B01F5D, $0100267F
$E05627DED6DC3B8B, $01001E04
$E059D19C50A3B8C0, $0500016B
$E060EF09A06F6AD4, $010005B8
$E061A671D7B5807B, $02001390
$E065429B11675418, $01002DB4
$E079739F44531DF8, $02000AEB
$E07E254AF63F21D5, $010003CD
$E087F1414F47820F, $010027FF
$E08ABFF5FD74FFB9, $010024BB
$E08ADE9A36F18178, $020029A8
$E090A342511AADF1, $01002AE2
$E099F0FA4B1AC418, $01002D9C
$E0A5C748EAAA3DB3, $03001331
$E0A82FA5C94B9A4D, $01000848
$E0BBF23AB9AC40CD, $020022AB
$E0CA30D1E0B829CF, $010029A3
$E0CD047F644E274C, $0100176B
$E0CE2302345CEC62, $01000229
$E0D4D2C0AC29279D, $010027AB
$E0E185F42F2303CE, $010010FB
$E0E4077925601CD6, $03001864
$E0E933A4E4BDEF2E, $01002075
$E10E0123D993FAED, $01002555
$E11BD5CBCB3F0C76, $010027FE
$E133AF8D713406FD, $02000706
$E13A7E232FFEA5EE, $06001161
$E13C2208038D8433, $010002AF
$E13E65EEC40FECC0, $02000E2E
$E1420B1D7F8D3EE9, $050013DA
$E14445B431EE9FA1, $01001DD4
$E14AA5D1E6DD79CB, $0100059D
$E15DA69FCFC20349, $01002BC0
$E161A946EB5B939B, $02000979
$E16FBB26EA72F323, $02001720
$E172F1C48DD064FA, $01001484
$E1761654510A1A21, $01002B3E
$E1762BC0CAB4543C, $0100188B
$E179A9477734AC18, $01001AEE
$E19290ADF52CB697, $01002781
$E1939F9DC49E80D9, $01000DBD
$E1A61E3102189D86, $010029EA
$E1BBD809BAF51A7B, $0100239C
$E1BED6EFC5D4F2BC, $01002E05
$E1BFDE3601321461, $03001499
$E1C0957F839BE080, $010024C8
$E1C299E2D61FED9E, $0100232E
$E1CBA4B9582D7D77, $01001677
$E1DD2EB1D50661B8, $020025D5
$E1E2B1F43B33330F, $01001DE6
$E1F75BD878187E1C, $01002914
$E205D2E357740178, $020002AB
$E209206AEF32B1AF, $01001B70
$E2095519EC0ED182, $0100244C
$E209D07FBCFD84BF, $01000BA1
$E2112DF8900F288C, $010014BB
$E22075B7FB8547A4, $0100174E
$E220D3469CB77D99, $010020C5
$E2341765133DC643, $01001C36
$E2372862774B50EF, $010020E8
$E24B85492951AB93, $02001471
$E262AB68A06F476D, $01002EDD
$E2630CEA8E91AEA3, $02000BAF
$E2664F2721056D85, $02000BF5
$E273BF5D29D8D532, $01002030
$E275928664E60EB6, $010018D3
$E27A8A78AAB94278, $01001BBF
$E27F59872652D345, $01001206
$E2803F105E9FB75E, $01001CB3
$E281562712F271D8, $030013A6
$E292B8DCB62ED6C0, $01001CC2
$E297669A8AC54282, $02000898
$E29E50EBD2C7A5F1, $01001C33
$E2A003FBDC7C0AF0, $0300271E
$E2B00631C288C9BF, $04000662
$E2BAC203874B0897, $01000723
$E2D4F1EBB8285118, $01001D3C
$E2DCFF3428149D6E, $010026FF
$E2DDADC28174222D, $01002CC8
$E2E565DAAF547EAB, $01002AA8
$E30093FBACCD715B, $0100183B
$E313B865BAE0DB24, $01000B9E
$E314C401E23149E1, $020005FA
$E31691BF796F6C04, $01002907
$E321F08856E54A35, $01002E5A
$E32E3C4333A9DFDC, $02001514
$E332BB880B33909F, $01000CE5
$E340827DA9D031D0, $01002F8A
$E34103E53E32EC3E, $01001A46
$E352E3AA00050D1C, $01000B9B
$E35A10D6431C05F0, $01001890
$E35B613F31467292, $01002E60
$E35DA1173F7BD894, $01002734
$E368F245191D8F2D, $02001F27
$E36EBFB32DDF07F4, $01002494
$E37DDD8916E2394B, $010006C5
$E37FB695D53E1CB6, $0100114B
$E38C50AB6250E112, $01002753
$E39283C3E10CEE99, $02000EBB
$E3952706CBF71F17, $01001CB5
$E396488E03F4DAC9, $020019F4
$E39A57BCBB6ECBC5, $0200040D
$E3B660DA27D4FC2D, $01002CA5
$E3BCFDF1CC2F3CFB, $01001063
$E3C0E89DE308DAE2, $01001D69
$E3C5083EFA0E149B, $02002C0A
$E3D57992BE76B0F6, $01000078
$E3E05526E1A34D1F, $010005EB
$E3F29CF204158760, $010029D5
$E3F6A62A28FD0A86, $0400028D
$E3FBB3C85028EA1A, $0100200E
$E400C0EC9C948783, $0200101A
$E40547F45F9EC8D8, $01002533
$E40ECD3304B037DC, $04000D8C
$E40FBA88091C9982, $040007AE
$E415CFEA8053A7D3, $02001C01
$E4164A55866AE981, $02001B2A
$E41EDA564C043FAF, $01002C1C
$E420C613C80B44E0, $01000C24
$E42404E3149062AF, $06000170
$E42E3A5BBA583DAC, $02000096
$E43484F42BA799CA, $01002544
$E4423AD7D4274359, $0100271C
$E450C4DC3642F7A4, $02001609
$E465E06D7952150A, $02000F71
$E46A22ADA73DFEEA, $0100164A
$E4777F140596E559, $03001530
$E4869F97679437B0, $020024AA
$E48CE8D7A4CD39F5, $020003FD
$E49DC3302192019B, $010016DA
$E49FA70243F57725, $01001038
$E4B3488AC489320A, $010011C6
$E4BE6987AF5DBEA3, $01002C04
$E4C4EE5B54913886, $01002847
$E4D5F898064B2417, $01002919
$E4DD2C92FBEDC10D, $01002A9F
$E4DD7B1B17204C88, $01002C6B
$E4E5BEF38739FA3C, $02001EE3
$E4E83C6DE8213FCE, $01002586
$E4EE034B5466DB17, $01002CB3
$E4F1FDF3AF252F5B, $010008D5
$E4F36C458A409DA0, $0200095D
$E4F9070D56328317, $01001F24
$E4FF0BD9E1E7F315, $03000109
$E50475F18D0EFC6A, $0200230B
$E506B6EE7B9F21CE, $0100240D
$E50B8F29912AA3F2, $01002354
$E51512F3691248A8, $0100258B
$E517D2ADB61E069C, $010004A8
$E51A7CD2C108D0A6, $020022B7
$E51B5808BF5723B4, $01000E58
$E5223BA10A219463, $01001122
$E52385C9F6F2975E, $02002D52
$E527E21BA5F7E9E9, $02001F75
$E545F2A6951DE8DC, $01000A52
$E548B1168942E816, $010020D8
$E550AA5E18F6E582, $01001B73
$E558FA067FD96BF2, $01001047
$E55CB759AEF5D455, $01002C73
$E562B227A73063D3, $01002F13
$E569238B6C0FBFCD, $01002EF7
$E569B62D34B1B0E0, $01002ACB
$E57AF0664C7CC9C0, $020003F2
$E58C8D72FCB599BA, $01002667
$E58F786BADAF2A2A, $020016A8
